"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"Murder in the First, Season 3",2016,"2633 Vallejo Street","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4406711,37.7943953
"Chance- Season 1 ep103",2016,"60 Leavenworth St.","","TVM Productions","HULU","Michael Lehmann","Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4135524,37.7811707
"Ant-Man",2015,"Grant between Bush and Broadway","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari","Michael Douglas","Paul Rudd","",-122.4096207,37.7897897
"Blue Jasmine",2013,"2179 48th Ave","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.5072394,37.7455566
"Beautiful Boy",2018,"Ohloff Recovery Center (601 Steiner St)","","Big Indie Pictures","Amazon Studios","Felix van Groeningen","Luke Davies","Steve Carell","Timothee Chalamet","Maura Tierney",-122.4330105,37.7748567
"GirlBoss",2017,"Filbert and Kearny Steps","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4062706,37.8017787
"Sudden Fear",1952,"2800 Scott Street","","Joseph Kaufmann Pictures","RKO Pictures","David Miller","Lenore J. Coffee","Joan Crawford","Jack Palance","Gloria Grahame",-122.4399559,37.7957424
"Class Action",1991,"Bix Restaurant (56 Gold Street)","","Interscope Communications","Twentieth Century Fox Film Corp.","Michael Apted","Carolyn Shelby","Gene Hackman","Mary Elizabeth Mastrantonio","",-122.4029372,37.7968728
"Time After Time",1979,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",-122.4782551,37.8199286
"The Game",1997,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",-122.4074267,37.7915257
"Birth of the Dragon",2016,"Grant between Bush and Broadway","","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4096207,37.7897897
"The Presidio",1988,"200 Block of Sansome Street (Financial District)","","Paramount Pictures","Paramount Pictures","Peter Hyams","Larry Ferguson","Sean Connery","Mark Harmon","Meg Ryan",-122.4007051,37.7922626
"Sausalito",2000,"The Castro","From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.","B.O.B and Partners","","Andrew Lau","","Maggie Cheung","Leon Lai","",-122.4350043,37.7609082
"Experiment in Terror",1962,"Sheraton Palace Hotel (2 Montgomery Street, Financial District)","The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.","Columbia Pictures Corporation","Columbia Pictures","Blake Edwards","The Gordons","Glenn Ford","Lee Remick","Stefanie Powers",-122.401799,37.7881067
"Magnum Force",1973,"Cost Plus World Market (2552 Taylor Street)","","The Malpaso Company","Warner Bros. Pictures","Ted Post","John Milius","Clint Eastwood","Hal Holbrook","Mitchell Ryan",-122.414664,37.806119
"Quitters",2015,"McLaren Lodge","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",-122.4548007,37.771836
"Basic Instinct",1992,"Tosca Café (242 Columbus Avenue)","","Carolco Pictures","TriStar Pictures","Paul Verhoeven","Joe Eszterhas","Michael Douglas","Sharon Stone","George Dzundza",-122.4059801,37.7975582
"Heart Beat",1980,"San Francisco Art Institute (800 Chestnut Street)","","Orion Pictures Corporation","Orion Pictures Corporation","John Byrum","John Byrum","Nick Nolte","Sissy Spacek","John Heard",-122.4172161,37.8038552
"Big Trouble in Little China",1986,"","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","John Carpenter","Gary Goldman","Kurt Russell","Kim Catrall","James Hong",-122.4194155,37.7749295
"Basic Instinct",1992,"Raw Hide II (280 Seventh Street)","","Carolco Pictures","TriStar Pictures","Paul Verhoeven","Joe Eszterhas","Michael Douglas","Sharon Stone","George Dzundza",-122.4085215,37.7768471
"Time After Time",1979,"Intersection of Fulton & 6th Streets (Chinatown)","","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",NA,NA
"Smile Again, Jenny Lee",2015,"2100 Pacific Ave at Laguna St","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4300563,37.7941981
"Chance Season 2",2017,"Jefferson St at Taylor St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4158081,37.8082214
"Play it Again, Sam",1972,"Aquatic Park (Jefferson Street)","Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.","Paramount Pictures","Paramount Pictures","Herbert Ross","Woody Allen","Woody Allen","Diane Keaton","Tony Roberts",-122.4235308,37.8063859
"A Night Full of Rain",1978,"Broadway (North Beach)","","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","",-122.4051988,37.7980657
"The Bachelor",1999,"Nina M. Designs (52 2nd Street at Jessie)","","George Street Pictures","New Line Cinema","Gary Sinyor","Steve Cohen","Chris O'Donnell","Renee Zellweger","",-122.4007055,37.788543
"Chance Season 2",2017,"Embarcadero between Market to Fillmore St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4330365,37.7834793
"Cardinal X",2015,"1559 Underwood Avenue between Lane and Keith","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",NA,NA
"Steve Jobs",2015,"Jackson St. from Mason St. to Powell St.","","RDF Productions LLC","Universal Pictures","Danny Boyle","Aaron Sorkin","Michael Fassbender","Kate Winslet","Seth Rogen",-122.411712,37.79545
"The OA Part II",2019,"1001 Vallejo St","","Lunar Mining LLC","Netflix","Zal Batmanglij","Zal Batmanglij, Brit Marling","Brit Marling","Emory Cohen","Patrick Gibson",-122.4139419,37.7977174
"Bullitt",1968,"Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn",-122.3778182,37.7982799
"Milk",2008,"424 Sansome Street","","Focus Features","Focus Features","Gus Van Sant","Dustin Lance Black","Sean Penn","Emile Hirsch","",-122.4011227,37.7943732
"Copycat",1995,"Twin Peaks","The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.4471247,37.7541536
"A View to a Kill",1985,"Burger Island (901 3rd Street, China Basin)","","Metro-Goldwyn Mayer","MGM/UA Entertainment Company","John Glen","Richard Maibaum","Roger Moore","Christopher Walken","Tanya Roberts",-122.3908561,37.7773438
"Chance - Season 1 Pilot",2016,"Mario's Café, 566 Columbus","","TVM Productions","HULU","Lenny Abrahamson","Alexandra Cunningham and Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4097803,37.8002499
"Twisted",2004,"Veterans' War Memorial Building (401 Van Ness Avenue)","","Paramount Pictures","Paramount Pictures","Philip Kaufman","Sarah Thorp","Ashley Judd","Samuel L. Jackson","",-122.42101,37.7795732
"Americana",2015,"St. Francis Episcopal Church (399 San Fernando Way)","","Sutro Films LLC","","Zachary Shedd","Zachary Shedd","Kelli Garner","Jack Davenport","Peter Coyote",-122.4698138,37.7303176
"Summertime",2015,"Oasis Nightclub (298 11th St)","","Creative Monster Productions, Inc.","2 Distribution","Gabriele Muccino","Gabriele Muccino","Jessica Rothe","Scott Bakula","Matilda Anna Ingrid Lutz",-122.4144509,37.771972
"Venom",2018,"Edinburgh Castle (950 Geary Street)","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4189571,37.786127
"The Presidio",1988,"Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Paramount Pictures","Paramount Pictures","Peter Hyams","Larry Ferguson","Sean Connery","Mark Harmon","Meg Ryan",-122.4058222,37.8023949
"When a Man Loves a Woman",1994,"766 Vallejo Street at Stockton Street (North Beach)","","Touchstone Pictures","Buena Vista Pictures","Luis Mandoki","Ronald Bass","Andy Garcia","Meg Ryan","",-122.4099596,37.7987186
"Fandom",2004,"","","The Digital Golem","Cinequest Distribution","Nicholas Tucker","Nicholas Tucker & Mark Hefti","Mark Hefti","Peter Quintana","",-122.4194155,37.7749295
"Looking",2014,"Sutro Baths","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.5136935,37.7804369
"Interview With The Vampire",1994,"100 Market Street at 6th Street","","Geffen Pictures","Geffen Pictures","Neil Jordan","Anne Rice","Brad Pitt","Christian Slater","Tom Cruise",-122.4169288,37.7765655
"The Enforcer",1976,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",-122.4192646,37.7792597
"High Anxiety",1977,"Conservatory of Flowers, Golden Gate Park","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Mel Brooks","Mel Brooks","Mel Brooks","Madeline Kahn","Cloris Leachman",-122.4586855,37.7722874
"Murder in the First, Season 1",2014,"350 Union Street","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4053724,37.8010964
"Chance- Season 1 ep103",2016,"Laguna Honda Hospital","","TVM Productions","HULU","Michael Lehmann","Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.456924,37.7489202
"Looking ""Special""",2016,"Encore Karaoke, 1550 California Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4200466,37.7907946
"Sense8 - Season 2",2016,"Clay between Stockton and Grant","","Unpronounceable Productions, LLC","Netflix","Wachowski Siblings","J. Michael Straczynski, Wachowiski Siblings","Jamie Clayton","Daryl Hannah","Naveen Andrews",-122.4069697,37.7974831
"Fearless",1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.","Spring Creek Productions","Warner Bros. Pictures","Peter Weir","Rafael Yglesias","Jeff Bridges","Isabella Rosellini","Rosie Perez",-122.4049965,37.7561161
"They Call Me MISTER Tibbs",1970,"","","Mirisch Corporation","United Artists","Gordon Douglas","Alan R. Trustman","Sidney Poitier","Martin Landau","Barbara McNair",-122.4194155,37.7749295
"Looking Season 2 ep 205",2015,"160 Church Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4294287,37.7683721
"Smile Again, Jenny Lee",2015,"Unitarian Church (1187 Franklin St.)","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4234062,37.7852558
"A Smile Like Yours",1997,"San Francisco International Airport","SFO has a museum dedicated to aviation history.","Paramount Pictures","Paramount Pictures","Keith Samples","Keith Samples & Kevin Meyer","Greg Kinnear","Lauren Holly","",-122.3789554,37.6213129
"Romeo Must Die",2000,"Embarcadero Street","","Silver Pictures","Warner Bros. Pictures","Andrzej Bartkowiak","Mitchell Kapner","Jet Li","Aaliyah","",-122.3968204,37.7980721
"Star Trek IV: The Voyage Home",1986,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Paramount Pictures","Paramount Pictures","Leonard Nimoy","Steve Meerson","William Shatner","Leonard Nimoy","George Takei",-122.4782551,37.8199286
"What Dreams May Come",1998,"Treasure Island","An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","Vincent Ward","Ron Bass","Robin Williams","Cuba Gooding, Jr.","",-122.370648,37.8235515
"Bedazzled",2000,"Vaillancourt Fountain (Justin Herman Plaza)","Installed in 1975, the Vaillancourt Fountain is officially titled, ""Québec Libre!"". The night before the sculpture's inauguration, artist Armand Vaillancourt inscribed ""Québec libre!"" in red letters on the sculpture. The next day when he noticed that the note had been erased, Vaillancourt jumped on the statue to re-inscribe his message.","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Harold Ramis","Harold Ramis","Brendan Fraser","Elizabeth Hurley","",-122.3953583,37.7954828
"Blue Jasmine",2013,"Real Guitars","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.4174864,37.7734127
"Vertigo",1958,"Palace of Fine Arts (3301 Lyon Street)","The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4486055,37.8020068
"Murder in the First, Season 3",2016,"500 Grove Street","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4250694,37.7777521
"On the Road",2012,"2017 23rd Street","","SPAD Films","IFC Films & Sundance Selects","Walter Salles","Jack Kerouac & Jose Rivera","Garrett Hedlund","Viggo Mortenson","",-122.4000696,37.7544983
"Chance- Season 1 ep107",2016,"1958 Valencia St.","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4201447,37.7464681
"San Andreas",2015,"Washington Square","","Upside Down Productions, Inc.","Warner Bros.","Brad Peyton","Allan Loeb","Dwayne Johnson","","",-122.41,37.8008333
"Pushing Dead",2016,"Church Street MUNI Station","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.4297042,37.7694834
"Heart and Souls",1993,"2810 Pacific Avenue","","Universal Pictures","Electric Parc","Tomas Gislason","Tomas Gislason","Jorgen Leth","","",-122.442084,37.792743
"Petulia",1968,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.","Warner Brothers / Seven Arts","Warner Brothers / Seven Arts","Richard Lester","Lawrence B. Marcus","Julie Christie","George C. Scott","Richard Chamberlain",-122.5295263,37.8480359
"Another 48 Hours",1990,"","","Eddie Murphy Productions","Paramount Pictures","Walter Hill","Walter Hill","Eddie Murphy","Nick Nolte","",-122.4194155,37.7749295
"The Laughing Policeman",1973,"","","Twentieth Century Fox Film Corporation","American Broadcasting Company (ABC)","Stuart Rosenberg","Thomas Rickman","Walter Matthau","Bruce Dern","Louis Gossett Jr.",-122.4194155,37.7749295
"Looking Season 2 ep 209",2015,"SF Zoo, 2945 Sloat Blvd","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.5043292,37.7333055
"Looking Season 2 ep 210",2015,"Willy's Barber shop, 3227 22nd Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.419437,37.7552116
"Tales of the City",2019,"Grant and Green St","","Universal Television LLC","Netflix","Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley","Laura Linney","Ellen Page","Murray Bartlett",-122.4074155,37.7997122
"Jade",1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden","Paramount Pictures","Paramount Pictures","William Friedkin","Joe Eszterhas","David Caruso","Linda Fiorentino","Chazz Palminteri",-122.4695459,37.7702366
"Etruscan Smile",2017,"Mason Street @ Vallejo","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.412118,37.7981761
"Play it Again, Sam",1972,"15-17 Fresno Street","","Paramount Pictures","Paramount Pictures","Herbert Ross","Woody Allen","Woody Allen","Diane Keaton","Tony Roberts",-122.405942,37.7985524
"Hello Frisco, Hello",1943,"","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Bruce Humberstone","Robert Ellis","Alice Faye","John Payne","Jack Oakie",-122.4194155,37.7749295
"Budding Prospects, Pilot",2017,"3033 24th Street","","Picrow Streaming Inc.","Amazon","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore",-122.4126145,37.7524122
"Budding Prospects, Pilot",2017,"Lucky Street","","Picrow Streaming Inc.","Amazon","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore",-122.4133835,37.7509423
"Sudden Impact",1983,"Ferry Plaza","Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.","Warner Bros. Pictures","Warner Bros. Pictures","Clint Eastwood","Harry Julian Fink","Clint Eastwood","Sondra Locke","Pat Hingle",-122.393782,37.7958338
"Looking",2014,"The Fairmont","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.4104443,37.7923897
"The Last Black Man in San Francisco",2019,"Ford's Grocery Store, 1496 Oakdale Ave","","LBMISF, LLC","A42","Joe Talbot","Joe Talbot, Jimmie Fails, Rob Richert","Jimmie Fails","Jonathan Majors","Danny Glover",-122.3882629,37.7336179
"When We Rise",2017,"Harvey Milk Plaza, 17th and Castro","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4367222,37.759088
"Heart and Souls",1993,"Stockton Tunnel (Stockton Street at Sutter Street)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.","Universal Pictures","Electric Parc","Tomas Gislason","Tomas Gislason","Jorgen Leth","","",-122.4076696,37.7927728
"GirlBoss",2017,"Clarion Alley between Valencia and Mission","The murals that make up this famous alley were first painted in 1992 and still looked after by the Clarion Alley Mural Project.","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4207943,37.7629824
"Age of Adaline",2015,"Driving various SF Streets","","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","","Lee Toland Krieger","J. Mills Goodloe","Blake Lively","Harrison Ford","Ellen Burstyn",-122.41874,37.802139
"Yours, Mine and Ours",1968,"","","Desilu Productions","United Artists","Melville Shavelson","Bob Carroll, Jr.","Lucille Ball","Henry Fonda","Van Johnson",-122.4194155,37.7749295
"Seven Girlfriends",1999,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","White Dwarf Productions","Lions Gate Films Home Entertainment","Paul Lazarus","Paul Lazarus","Laura Leighton","Tim Daly","",-122.4782551,37.8199286
"Terminator - Genisys",2015,"Market St. at Embarcadero area","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.4214214,37.7733717
"Mrs. Doubtfire",1993,"Hancock School (940 Filbert Street)","","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Chris Columbus","Randi Mayem Singer","Robin Williams","Sally Field","Pierce Brosnan",-122.4151281,37.8009746
"Terminator - Genisys",2015,"Howard St. from Embarcadero to 11 St.","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.4154505,37.7728376
"180",2011,"Randall Museum","","SPI Cinemas","","Jayendra","Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba","Siddarth","Nithya Menon","Priya Anand",-122.4381707,37.7644489
"Tales of the City",2019,"Green btwn Jasper and Bannam","","Universal Television LLC","Netflix","Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley","Laura Linney","Ellen Page","Murray Bartlett",-122.407842,37.8002104
"San Andreas",2015,"Vallejo Garage Roof (Vallejo at Powell)","","Upside Down Productions, Inc.","Warner Bros.","Brad Peyton","Allan Loeb","Dwayne Johnson","","",-122.4099113,37.798724
"Nine Months",1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.","1492 Pictures","Twentieth Century Fox Film Corp.","Chris Columbus","Chris Columbus","Hugh Grant","Julianne Moore","Robin Williams",-87.8466472,42.6173425
"Blue Jasmine",2013,"Grant & Washington St.","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-95.6476231,37.04386
"Quitters",2015,"923 Vermont St.","","Frederick & Ashbury, LLC.","","Noah Pritzker","Noah Pritzker","Kara Hayward","Mira Sorvino","Saffron Burrows",-122.4037415,37.7579997
"The Caine Mutiny",1954,"The Embarcadero","","Stanley Kramer Productions","Columbia Pictures","Edward Dmytryk","Stanley Roberts","Humphrey Bogart","Fred MacMurray","Jose Ferrer",-122.3976732,37.7992627
"Blue Jasmine",2013,"790 Ulloa","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.4647031,37.7408365
"Basic Instinct",1992,"2930 Vallejo Street","","Carolco Pictures","TriStar Pictures","Paul Verhoeven","Joe Eszterhas","Michael Douglas","Sharon Stone","George Dzundza",-122.445618,37.7940738
"Looking",2014,"Mr. S Leather","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.4086931,37.7741357
"Time After Time",1979,"Merchant Exchange (465 California Street at Leidesdorff)","","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",-122.4021842,37.7928079
"Bullitt",1968,"McLaren Park (Visitacion  Valley)","McLaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn",-122.4183155,37.7192874
"Chance Season 2",2017,"Columbus between Filbert and Lombard St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4116674,37.8009441
"Bitter Melon",2018,"600 Niagara Ave","","Bitter Melon Film LLC/Mammoth Pictures","ABS-CBN, Gravitas Ventures","H.P. Mendoza","H.P. Mendoza","Jon Norman Schneider","Patrick Epino","Brian Rivera",-122.4493114,37.7203648
"Venom",2018,"Grant Ave btwn California and Clay","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4065447,37.7958907
"Etruscan Smile",2017,"Andronico's, 1200 Irving Street","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.4711468,37.7641474
"When a Man Loves a Woman",1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.","Touchstone Pictures","Buena Vista Pictures","Luis Mandoki","Ronald Bass","Andy Garcia","Meg Ryan","",-122.4087882,37.787618
"Vertigo",1958,"San Francisco Drydock (20th and Illinois Streets)","","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.3866097,37.760628
"180",2011,"555 Market St.","","SPI Cinemas","","Jayendra","Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba","Siddarth","Nithya Menon","Priya Anand",-122.3998704,37.7899845
"Sweet November",2001,"Foote, Cone & Belding (733 Front Street at Pacific)","The building is called ""Jabe & Dunne Advertising Agency"" in the movie.","Warner Bros. Pictures","Warner Bros. Pictures","Pat O'Connor","Paul Yurick","Keanu Reeves","Charlize Theron","",-73.9893388,40.7491267
"What the Bleep Do We Know",2004,"Golden Gate National Recreation Area","The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.","Captured Light","Samuel Goldwyn Films","William Arntz","William Arntz & Betsy Chasse","Marlee Matlin","","",-122.5295263,37.8480359
"Freebie and the Bean",1974,"Folsom Street (SOMA)","","Warner Bros. Pictures","American Broadcasting Company (ABC)","Richard Rush","Robert Kaufman","Alan Arkin","James Caan","Loretta Swit",-122.4054161,37.7786975
"Confessions of a Burning Man",2003,"","","Hotbed Media","Windline Films","Paul Barnett","N/A","Kevin Epps","Anna Getty","",-122.4194155,37.7749295
"Etruscan Smile",2017,"Castle Street @ Green Street","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.4050755,37.8000109
"Red Widow",2013,"Golden Gate Ave & Jones","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-122.4341431,37.7792965
